1,1,311.33,0.87,400.19,113.6,1,1,1.0
1,2,98.2,0.0,222.81,63.77,1,1,1.0
1,3,0.24,16.58,17.57,27.090000000000003,1,1,1.0
1,4,53.63,60.27,122.33000000000001,58.54999999999999,1,1,0.0
2,1,310.98,0.96,399.5799999999999,113.42,1,1,1.0
2,2,98.2,0.0,222.81,63.77,1,1,1.0
2,3,0.24,16.58,10.56,27.090000000000003,1,1,1.0
2,4,31.79,55.9,122.33000000000001,58.550000000000004,1,1,0.0
3,1,310.62,1.05,398.98,113.24000000000001,1,1,1.0
3,2,98.2,0.0,222.81,63.77,1,1,1.0
3,3,0.24,16.58,6.26,27.090000000000003,1,1,1.0
3,4,15.2,54.2,119.68999999999998,57.629999999999995,1,1,0.0
4,1,310.27,1.14,398.37,113.07,1,1,1.0
4,2,98.2,0.0,222.81,63.77,1,1,1.0
4,4,0.0,48.96,112.17,57.62,1,1,0.0
5,1,309.92,1.22,397.74999999999994,112.9,1,1,1.0
5,2,98.2,0.0,222.81,63.77,1,1,1.0
5,4,0.0,48.96,93.8,57.62,1,1,0.0
6,1,309.56,1.31,397.15000000000003,112.72,1,1,1.0
6,2,98.2,0.0,222.81,63.77,1,1,1.0
6,4,0.0,48.96,78.9,48.839999999999996,1,1,0.0
7,1,309.21,1.4,396.54,112.55,1,1,1.0
7,2,98.2,0.0,222.81,63.77,1,1,1.0
7,4,0.0,48.96,58.8,48.839999999999996,1,1,0.0
8,1,308.86,1.49,395.92999999999995,112.37,1,1,1.0
8,2,98.2,0.0,222.81,63.77,1,1,1.0
8,4,0.0,48.96,43.1,45.339999999999996,1,1,0.0
9,1,308.51,1.57,395.31000000000006,112.2,1,1,1.0
9,2,98.2,0.0,222.81,63.77,1,1,1.0
9,4,0.0,48.96,24.7,38.339999999999996,1,1,0.0
10,1,308.15,1.66,394.71000000000004,112.03,1,1,1.0
10,2,98.2,0.0,222.81,63.77,1,1,1.0
10,4,0.0,48.96,15.1,33.13999999999999,1,1,0.0
10,5,917.72,184.35,41.14999999999998,68.15,1,1,1.0
11,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
11,2,98.2,0.0,222.81,63.77,1,1,1.0
11,5,869.7,184.35,89.16999999999996,83.85,1,1,1.0
12,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
12,2,98.2,0.0,222.81,63.77,1,1,1.0
12,5,821.63,174.74,136.37,89.95999999999998,1,1,1.0
13,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
13,2,98.2,0.0,222.81,63.77,1,1,1.0
13,5,781.4,159.9,176.60000000000002,109.20000000000002,1,1,1.0
14,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
14,2,98.2,0.0,222.81,63.77,1,1,1.0
14,5,740.35,152.9,218.77999999999997,118.82000000000002,1,1,1.0
14,6,0.3,180.9,20.13,49.75999999999999,1,1,1.0
15,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
15,2,98.2,0.0,222.81,63.77,1,1,1.0
15,5,695.8,145.0,263.33000000000004,117.10000000000002,1,1,1.0
15,6,1.3,167.4,37.6,77.23999999999998,1,1,1.0
16,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
16,2,98.2,0.0,222.81,63.77,1,1,1.0
16,5,659.97,131.89,263.3299999999999,117.10000000000002,1,1,1.0
16,6,0.0,168.91,56.17,86.22,1,1,1.0
17,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
17,2,98.2,0.0,222.81,63.77,1,1,1.0
17,5,619.8,130.1,258.06000000000006,111.03,1,1,1.0
17,6,0.0,166.5,73.43,103.05000000000001,1,1,1.0
18,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
18,2,98.2,0.0,222.81,63.77,1,1,1.0
18,5,580.5,124.9,251.04999999999995,104.87,1,1,1.0
18,6,0.92,171.31,94.39,110.92000000000002,1,1,1.0
19,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
19,2,98.2,0.0,222.81,63.77,1,1,1.0
19,5,548.2,113.54,242.28999999999996,104.86999999999999,1,1,1.0
19,6,0.0,174.66,114.4,118.78,1,1,1.0
20,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
20,2,98.2,0.0,222.81,63.77,1,1,1.0
20,5,511.5,110.9,239.66999999999996,99.65,1,1,1.0
20,6,0.0,181.34,139.5,126.64000000000001,1,1,1.0
21,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
21,2,98.2,0.0,222.81,63.77,1,1,1.0
21,5,487.3,106.97,222.2,96.93,1,1,1.0
21,6,0.2,187.1,168.72,136.51000000000002,1,1,1.0
22,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
22,2,98.2,0.0,222.81,63.77,1,1,1.0
22,5,463.09,103.04,210.20999999999998,94.21999999999998,1,1,1.0
22,6,1.3,193.5,197.04999999999998,145.74,1,1,1.0
23,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
23,2,98.2,0.0,222.81,63.77,1,1,1.0
23,5,431.02,99.11,204.08000000000004,87.08999999999999,1,1,1.0
23,6,15.1,200.9,212.68,153.97,1,1,1.0
24,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
24,2,98.2,0.0,222.81,63.77,1,1,1.0
24,5,403.6,95.17,202.26999999999998,85.02,1,1,1.0
24,6,37.0,212.4,220.2,158.1,1,1,1.0
25,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
25,2,98.2,0.0,222.81,63.77,1,1,1.0
25,5,381.24,91.24,190.15999999999997,82.92999999999999,1,1,1.0
25,6,66.71,221.14,229.29000000000002,167.16000000000003,1,1,1.0
26,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
26,2,98.2,0.0,222.81,63.77,1,1,1.0
26,5,352.77,87.31,184.33000000000004,80.85,1,1,1.0
26,6,81.1,234.1,261.89,178.88000000000002,1,1,1.0
27,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
27,2,98.2,0.0,222.81,63.77,1,1,1.0
27,5,331.94,83.38,178.51,78.75999999999999,1,1,1.0
27,6,113.0,248.43,281.03,190.57,1,1,1.0
28,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
28,2,98.2,0.0,222.81,63.77,1,1,1.0
28,5,311.12,79.44,172.68,76.69,1,1,1.0
28,6,144.9,262.77,300.15999999999997,202.25,1,1,1.0
29,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
29,2,98.2,0.0,222.81,63.77,1,1,1.0
29,5,290.29,75.51,166.85999999999996,74.60000000000001,1,1,1.0
29,6,176.8,277.1,319.3,213.95,1,1,1.0
29,7,913.56,181.7,45.60000000000002,74.82,1,1,1.0
30,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
30,2,98.2,0.0,222.81,63.77,1,1,1.0
30,5,269.46,71.58,161.04000000000002,72.52,1,1,1.0
30,6,214.38,293.66,341.62,225.33999999999997,1,1,1.0
30,7,865.0,173.6,94.15999999999997,82.91999999999999,1,1,1.0
31,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
31,2,98.2,0.0,222.81,63.77,1,1,1.0
31,5,251.38,69.05,159.11,70.77,1,1,1.0
31,6,253.7,310.26,374.8,229.74,1,1,1.0
31,7,819.1,162.0,140.89999999999998,87.4,1,1,1.0
32,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
32,2,98.2,0.0,222.81,63.77,1,1,1.0
32,5,233.3,66.51,157.18,69.02999999999999,1,1,1.0
32,6,296.51,325.12,406.28999999999996,214.88,1,1,1.0
32,7,774.0,142.6,186.0,109.70000000000002,1,1,1.0
33,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
33,2,98.2,0.0,222.81,63.77,1,1,1.0
33,5,218.49,63.98,146.70999999999998,67.28,1,1,1.0
33,6,354.18,341.72,406.29,198.27999999999997,1,1,1.0
33,7,732.0,130.7,228.0,112.80000000000001,1,1,1.0
34,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
34,2,98.2,0.0,222.81,63.77,1,1,0.0
34,5,201.04,61.44,144.9,65.54,1,1,1.0
34,6,408.36,362.69,426.34000000000003,177.31,1,1,1.0
34,7,690.8,123.5,248.30000000000007,110.03,1,1,1.0
35,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
35,2,98.2,0.0,222.81,63.77,1,1,0.0
35,5,183.6,58.91,143.09,63.790000000000006,1,1,1.0
35,6,470.4,393.27,429.80000000000007,146.73000000000002,1,1,1.0
35,7,648.6,116.33,239.29999999999995,107.24,1,1,1.0
36,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
36,2,98.2,0.0,222.81,63.77,1,1,0.0
36,5,169.84,56.38,137.59,62.04,1,1,1.0
36,6,535.06,414.24,412.74,125.75999999999999,1,1,1.0
36,7,613.25,109.17,231.04999999999995,104.42999999999999,1,1,1.0
37,1,307.8,1.75,394.09999999999997,111.85,1,1,1.0
37,2,98.2,0.0,222.81,63.77,1,1,0.0
37,5,156.08,53.84,132.09,60.3,1,1,1.0
37,6,620.99,448.62,339.01,91.38,1,1,1.0
37,7,577.9,102.0,222.80000000000007,101.63,1,1,1.0
38,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
38,2,98.2,0.0,222.81,63.77,1,1,0.0
38,5,142.32,51.31,126.59000000000003,58.55,1,1,1.0
38,6,714.68,478.61,245.32000000000005,61.389999999999986,1,1,1.0
38,7,546.55,94.83,212.05000000000007,98.83999999999999,1,1,1.0
39,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
39,2,98.2,0.0,222.81,63.77,1,1,0.0
39,5,128.56,48.77,121.1,56.809999999999995,1,1,1.0
39,6,832.1,518.2,127.89999999999998,21.799999999999955,1,1,1.0
39,7,515.19,87.67,201.30999999999995,96.02999999999999,1,1,1.0
40,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
40,2,98.2,0.0,222.81,63.77,1,1,0.0
40,5,114.8,46.24,115.60000000000001,55.059999999999995,1,1,1.0
40,7,483.3,84.23,202.46999999999997,93.2,1,1,1.0
41,1,307.8,1.75,394.09999999999997,111.85,1,1,0.0
41,2,98.2,0.0,222.81,63.77,1,1,0.0
41,5,104.05,44.23,113.07000000000001,54.62,1,1,1.0
41,7,451.2,80.79,193.7,90.36999999999999,1,1,1.0
42,1,307.8,1.75,393.99999999999994,111.17,1,1,0.0
42,2,98.2,0.0,222.81,63.77,1,1,0.0
42,5,93.31,42.22,110.53,54.18000000000001,1,1,1.0
42,7,428.24,77.35,178.05999999999995,87.53999999999999,1,1,1.0
43,1,307.8,1.75,393.90000000000003,110.49,1,1,0.0
43,2,98.2,0.0,222.81,63.77,1,1,0.0
43,5,82.56,40.21,108.0,53.74,1,1,1.0
43,7,401.22,73.92,175.42999999999995,84.7,1,1,1.0
44,1,307.8,1.75,393.8,109.82,1,1,0.0
44,2,98.2,0.0,222.81,63.77,1,1,0.0
44,5,71.81,38.2,105.47,53.3,1,1,1.0
44,7,374.2,70.48,172.8,81.86999999999999,1,1,1.0
45,1,307.8,1.75,393.7,109.14,1,1,0.0
45,2,98.2,0.0,222.81,63.77,1,1,0.0
45,5,61.06,36.19,102.94,52.86,1,1,1.0
45,7,349.8,67.04,169.64000000000004,79.04,1,1,1.0
46,1,307.8,1.75,393.59999999999997,108.46,1,1,0.0
46,2,98.2,0.0,222.81,63.77,1,1,0.0
46,5,50.32,34.18,100.4,52.419999999999995,1,1,1.0
